colony_id,Am,AQY,Rd,Ik,fragment,colony,tank,treatment,date.fragmented,date.sampled.baseline,date.mortality,date.sampled.final
ACR-A17,1.6482894670768993,0.004776370212808025,0.6722440272001825,345.0924852217163,A17,A,3,Shade-Food,20220928,NA,NA,NA
ACR-A23,1.093387987478297,0.0030452959849346897,0.38523592568683745,359.0416146369254,A23,A,4,Shade-Food,20220928,NA,NA,NA
ACR-A9,1.5384292237246324,0.0039295413329294695,0.6764417229937965,391.50350979454765,A9,A,2,Light-NoFood,20220928,NA,NA,NA
ACR-B29,0.7196758264095046,0.001917144566218149,0.28151453221385725,375.38944067696025,B29,B,5,Light-Food,20220926,NA,NA,NA
ACR-B5,1.1061121285044035,0.00235794712926618,0.43261747705961245,469.0996311052311,B5,B,1,Light-Food,20220926,NA,NA,NA
ACR-B8,1.3386461280720794,0.0033842778999725043,0.5478612387062534,395.54852397994716,B8,B,2,Light-NoFood,20220926,NA,NA,NA
ACR-E29,1.6007917475151905,0.0031278983751604904,0.5808181727928042,511.77869467484055,E29,E,5,Light-Food,20220927,NA,NA,NA
ACR-E6,0.9633251085753598,0.002114976034363366,0.3926601502973984,455.47802571925246,E6,E,1,Light-Food,20220927,NA,NA,NA
ACR-E9,1.1224684167359675,0.007164325802511511,0.5387028549184552,156.67467500465673,E9,E,2,Light-NoFood,20220927,NA,NA,NA
